DATE,OPEN,HIGH,LOW,CLOSE,ADJ CLOSE,VOLUME
2025-01-16,237.35,238.01,228.03,228.26,227.23,71759100.0
2025-01-17,232.12,232.29,228.48,229.98,228.94,68488300.0
2025-01-21,224.0,224.42,219.38,222.64,221.64,98070400.0
2025-01-22,219.79,224.12,219.79,223.83,222.82,64126500.0
2025-01-23,224.74,227.03,222.3,223.66,222.65,60234800.0
2025-01-24,224.78,225.63,221.41,222.78,221.78,54697900.0
2025-01-27,224.02,232.15,223.98,229.86,228.83,94863400.0
2025-01-28,230.85,240.19,230.81,238.26,237.19,75707600.0
2025-01-29,234.12,239.86,234.01,239.36,238.28,45486100.0
2025-01-30,238.67,240.79,237.21,237.59,236.52,55658300.0
2025-01-31,247.19,247.19,233.44,236.0,234.94,100959800.0
2025-02-03,229.99,231.83,225.7,228.01,226.98,73063300.0
2025-02-04,227.25,233.13,226.65,232.8,231.75,45067300.0
2025-02-05,228.53,232.67,228.27,232.47,231.42,39620300.0
2025-02-06,231.29,233.8,230.43,233.22,232.17,29925300.0
2025-02-07,232.6,234.0,227.26,227.63,226.61,39707200.0
2025-02-10,229.57,230.59,227.2,227.65,226.87,33115600.0
2025-02-11,228.2,235.23,228.13,232.62,231.83,53718400.0
2025-02-12,231.2,236.96,230.68,236.87,236.06,45243300.0
2025-02-13,236.91,242.34,235.57,241.53,240.71,53614100.0
2025-02-14,241.25,245.55,240.99,244.6,243.77,40896200.0
2025-02-18,244.15,245.18,241.84,244.47,243.64,48822500.0
2025-02-19,244.66,246.01,243.16,244.87,244.04,32204200.0
2025-02-20,244.94,246.78,244.29,245.83,244.99,32316900.0
2025-02-21,245.95,248.69,245.22,245.55,244.71,53197400.0
2025-02-24,244.93,248.86,244.42,247.1,246.26,51326400.0
2025-02-25,248.0,250.0,244.91,247.04,246.2,48013300.0
2025-02-26,244.33,244.98,239.13,240.36,239.54,44433600.0
2025-02-27,239.41,242.46,237.06,237.3,236.49,41153600.0
2025-02-28,236.95,242.09,230.2,241.84,241.02,56833400.0
2025-03-03,241.79,244.03,236.11,238.03,237.22,47184000.0
2025-03-04,237.71,240.07,234.68,235.93,235.13,53798100.0
2025-03-05,235.42,236.55,229.23,235.74,234.94,47227600.0
2025-03-06,234.44,237.86,233.16,235.33,234.53,45170400.0
2025-03-07,235.11,241.37,234.76,239.07,238.26,46273600.0
2025-03-10,235.54,236.16,224.22,227.48,226.7,72071200.0
2025-03-11,223.81,225.84,217.45,220.84,220.09,76137400.0
2025-03-12,220.14,221.75,214.91,216.98,216.24,62547500.0
2025-03-13,215.95,216.84,208.42,209.68,208.97,61368300.0
2025-03-14,211.25,213.95,209.58,213.49,212.76,60107600.0
2025-03-17,213.31,215.22,209.97,214.0,213.27,48073400.0
2025-03-18,214.16,215.15,211.49,212.69,211.97,42432400.0
2025-03-19,214.22,218.76,213.75,215.24,214.51,54385400.0
2025-03-20,213.99,217.49,212.22,214.1,213.37,48862900.0
2025-03-21,211.56,218.84,211.28,218.27,217.53,94127800.0
2025-03-24,221.0,221.48,218.58,220.73,219.98,44299500.0
2025-03-25,220.77,224.1,220.08,223.75,222.99,34493600.0
2025-03-26,223.51,225.02,220.47,221.53,220.78,34466100.0
2025-03-27,221.39,224.99,220.56,223.85,223.09,37094800.0
2025-03-28,221.67,223.81,217.68,217.9,217.16,39818600.0
2025-03-31,217.01,225.62,216.23,222.13,221.37,65299300.0
2025-04-01,219.81,223.68,218.9,223.19,222.43,36412700.0
2025-04-02,221.32,225.19,221.02,223.89,223.13,35905900.0
2025-04-03,205.54,207.49,201.25,203.19,202.5,103419000.0
2025-04-04,193.89,199.88,187.34,188.38,187.74,125910900.0
2025-04-07,177.2,194.15,174.62,181.46,180.84,160466300.0
2025-04-08,186.7,190.34,169.21,172.42,171.83,120859500.0
2025-04-09,171.95,200.61,171.89,198.85,198.17,184395900.0
2025-04-10,189.07,194.78,183.0,190.42,189.77,121880000.0
2025-04-11,186.1,199.54,186.06,198.15,197.47,87435900.0
2025-04-14,211.44,212.94,201.16,202.52,201.83,101352900.0
2025-04-15,201.86,203.51,199.8,202.14,201.45,51343900.0
2025-04-16,198.36,200.7,192.37,194.27,193.61,59732400.0
2025-04-17,197.2,198.83,194.42,196.98,196.31,52164700.0
2025-04-21,193.27,193.8,189.81,193.16,192.5,46742500.0
2025-04-22,196.12,201.59,195.97,199.74,199.06,52976400.0
2025-04-23,206.0,208.0,202.8,204.6,203.9,52929200.0
2025-04-24,204.89,208.83,202.94,208.37,207.66,47311000.0
2025-04-25,206.37,209.75,206.2,209.28,208.57,38222300.0
2025-04-28,210.0,211.5,207.46,210.14,209.42,38743100.0
2025-04-29,208.69,212.24,208.37,211.21,210.49,36827600.0
2025-04-30,209.3,213.58,206.67,212.5,211.78,52286500.0
2025-05-01,209.08,214.56,208.9,213.32,212.59,57365700.0
2025-05-02,206.09,206.99,202.16,205.35,204.65,101010600.0
2025-05-05,203.1,204.1,198.21,198.89,198.21,69018500.0
2025-05-06,198.21,200.65,197.02,198.51,197.83,51216500.0
2025-05-07,199.17,199.44,193.25,196.25,195.58,68536700.0
2025-05-08,197.72,200.05,194.68,197.49,196.82,50478900.0
2025-05-09,199.0,200.54,197.54,198.53,197.85,36453900.0
2025-05-12,210.97,211.27,206.75,210.79,210.35,63775800.0
2025-05-13,210.43,213.4,209.0,212.93,212.48,51909300.0
2025-05-14,212.43,213.94,210.58,212.33,211.88,49325800.0
2025-05-15,210.95,212.96,209.54,211.45,211.01,45029500.0
2025-05-16,212.36,212.57,209.77,211.26,210.82,54737900.0
2025-05-19,207.91,209.48,204.26,208.78,208.34,46140500.0
2025-05-20,207.67,208.47,205.03,206.86,206.43,42496600.0
2025-05-21,205.17,207.04,200.71,202.09,201.67,59211800.0
2025-05-22,200.71,202.75,199.7,201.36,200.94,46742400.0
2025-05-23,193.67,197.7,193.46,195.27,194.86,78432900.0
2025-05-27,198.3,200.74,197.43,200.21,199.79,56288500.0
2025-05-28,200.59,202.73,199.9,200.42,200.0,45339700.0
2025-05-29,203.58,203.81,198.51,199.95,199.53,51396800.0
2025-05-30,199.37,201.96,196.78,200.85,200.43,70819900.0
2025-06-02,200.28,202.13,200.12,201.7,201.28,35423300.0
2025-06-03,201.35,203.77,200.96,203.27,202.84,46381600.0
2025-06-04,202.91,206.24,202.1,202.82,202.39,43604000.0
2025-06-05,203.5,204.75,200.15,200.63,200.21,55126100.0
2025-06-06,203.0,205.7,202.05,203.92,203.49,46607700.0
2025-06-09,204.39,206.0,200.02,201.45,201.03,72862600.0
2025-06-10,200.6,204.35,200.57,202.67,202.24,54672600.0
2025-06-11,203.5,204.5,198.41,198.78,198.36,60989900.0
2025-06-12,199.08,199.68,197.36,199.2,198.78,43904600.0
2025-06-13,199.73,200.37,195.7,196.45,196.04,51447300.0
2025-06-16,197.3,198.69,196.56,198.42,198.0,43020700.0
2025-06-17,197.2,198.39,195.21,195.64,195.23,38856200.0
2025-06-18,195.94,197.57,195.07,196.58,196.17,45394700.0
2025-06-20,198.24,201.7,196.86,201.0,200.58,96813500.0
2025-06-23,201.63,202.3,198.96,201.5,201.08,55814300.0
2025-06-24,202.59,203.44,200.2,200.3,199.88,54064000.0
2025-06-25,201.45,203.67,200.62,201.56,201.14,39525700.0
2025-06-26,201.43,202.64,199.46,201.0,200.58,50799100.0
2025-06-27,201.89,203.22,200.0,201.08,200.66,73188600.0
2025-06-30,202.01,207.39,199.26,205.17,204.74,91912800.0
2025-07-01,206.67,210.19,206.14,207.82,207.38,78788900.0
2025-07-02,208.91,213.34,208.14,212.44,211.99,67941800.0
2025-07-03,212.15,214.65,211.81,213.55,213.1,34955800.0
2025-07-07,212.68,216.23,208.8,209.95,209.51,50229000.0
2025-07-08,210.1,211.43,208.45,210.01,209.57,42848900.0
2025-07-09,209.53,211.33,207.22,211.14,210.7,48749400.0
2025-07-10,210.51,213.48,210.03,212.41,211.96,44443600.0
2025-07-11,210.57,212.13,209.86,211.16,210.72,39765800.0
2025-07-14,209.93,210.91,207.54,208.62,208.18,38840100.0
2025-07-15,209.22,211.89,208.92,209.11,208.67,42296300.0
2025-07-16,210.3,212.4,208.64,210.16,209.72,47490500.0
2025-07-17,210.57,211.8,209.59,210.02,209.58,48068100.0
2025-07-18,210.87,211.79,209.7,211.18,210.74,48974600.0
2025-07-21,212.1,215.78,211.63,212.48,212.03,51377400.0
2025-07-22,213.14,214.95,212.23,214.4,213.95,46404100.0
2025-07-23,215.0,215.15,212.41,214.15,213.7,46989300.0
2025-07-24,213.9,215.69,213.53,213.76,213.31,46022600.0
2025-07-25,214.7,215.24,213.4,213.88,213.43,40268800.0
2025-07-28,214.03,214.85,213.06,214.05,213.6,37858000.0
2025-07-29,214.18,214.81,210.82,211.27,210.83,51411700.0
2025-07-30,211.9,212.39,207.72,209.05,208.61,45512500.0
2025-07-31,208.49,209.84,207.16,207.57,207.13,80698400.0
2025-08-01,210.87,213.58,201.5,202.38,201.95,104434500.0
2025-08-04,204.51,207.88,201.68,203.35,202.92,75109300.0
2025-08-05,203.4,205.34,202.16,202.92,202.49,44155100.0
2025-08-06,205.63,215.38,205.59,213.25,212.8,108483100.0
2025-08-07,218.88,220.85,216.58,220.03,219.57,90224800.0
2025-08-08,220.83,231.0,219.25,229.35,228.87,113854000.0
2025-08-11,227.92,229.56,224.76,227.18,226.96,61806100.0
2025-08-12,228.01,230.8,227.07,229.65,229.43,55626200.0
2025-08-13,231.07,235.0,230.43,233.33,233.1,69878500.0
2025-08-14,234.06,235.12,230.85,232.78,232.55,51916300.0
2025-08-15,234.0,234.28,229.34,231.59,231.37,56038700.0
2025-08-18,231.7,233.12,230.11,230.89,230.67,37476200.0
2025-08-19,231.28,232.87,229.35,230.56,230.34,39402600.0
2025-08-20,229.98,230.47,225.77,226.01,225.79,42263900.0
2025-08-21,226.27,226.52,223.78,224.9,224.68,30621200.0
2025-08-22,226.17,229.09,225.41,227.76,227.54,42477800.0
2025-08-25,226.48,229.3,226.23,227.16,226.94,30983100.0
2025-08-26,226.87,229.49,224.69,229.31,229.09,54575100.0
2025-08-27,228.61,230.9,228.26,230.49,230.27,31259500.0
2025-08-28,230.82,233.41,229.34,232.56,232.33,38074700.0
2025-08-29,232.51,233.38,231.37,232.14,231.92,39418400.0
2025-09-02,229.25,230.85,226.97,229.72,229.5,44075600.0
2025-09-03,237.21,238.85,234.36,238.47,238.24,66427800.0
2025-09-04,238.45,239.9,236.74,239.78,239.55,47549400.0
2025-09-05,240.0,241.32,238.49,239.69,239.46,54870400.0
2025-09-08,239.3,240.15,236.34,237.88,237.65,48999500.0
2025-09-09,237.0,238.78,233.36,234.35,234.12,66313900.0
2025-09-10,232.19,232.42,225.95,226.79,226.57,83440800.0
2025-09-11,226.88,230.45,226.65,230.03,229.81,50208600.0
2025-09-12,229.22,234.51,229.02,234.07,233.84,55824200.0
2025-09-15,237.0,238.19,235.03,236.7,236.47,42699500.0
2025-09-16,237.18,241.22,236.32,238.15,237.92,63421100.0
2025-09-17,238.97,240.1,237.73,238.99,238.76,46508000.0
2025-09-18,239.97,241.2,236.65,237.88,237.65,44249600.0
2025-09-19,241.23,246.3,240.21,245.5,245.26,163741300.0
2025-09-22,248.3,256.64,248.12,256.08,255.83,105517400.0
2025-09-23,255.88,257.34,253.58,254.43,254.18,60275200.0
2025-09-24,255.22,255.74,251.04,252.31,252.07,42303700.0
2025-09-25,253.21,257.17,251.71,256.87,256.62,55202100.0
2025-09-26,254.1,257.6,253.78,255.46,255.21,46076300.0
2025-09-29,254.56,255.0,253.01,254.43,254.18,40127700.0
2025-09-30,254.86,255.92,253.11,254.63,254.38,37704300.0
2025-10-01,255.04,258.79,254.93,255.45,255.2,48713900.0
2025-10-02,256.58,258.18,254.15,257.13,256.88,42630200.0
2025-10-03,254.67,259.24,253.95,258.02,257.77,49155600.0
2025-10-06,257.99,259.07,255.05,256.69,256.44,44664100.0
2025-10-07,256.81,257.4,255.43,256.48,256.23,31955800.0
2025-10-08,256.52,258.52,256.11,258.06,257.81,36496900.0
2025-10-09,257.81,258.0,253.14,254.04,253.79,38322000.0
2025-10-10,254.94,256.38,244.0,245.27,245.03,61999100.0
2025-10-13,249.38,249.69,245.56,247.66,247.42,38142900.0
2025-10-14,246.6,248.85,244.7,247.77,247.53,35478000.0
2025-10-15,249.49,251.82,247.47,249.34,249.1,33893600.0
2025-10-16,248.25,249.04,245.13,247.45,247.21,39777000.0
2025-10-17,248.02,253.38,247.27,252.29,252.05,49147000.0
2025-10-20,255.89,264.38,255.63,262.24,261.99,90483000.0
2025-10-21,261.88,265.29,261.83,262.77,262.52,46695900.0
2025-10-22,262.65,262.85,255.43,258.45,258.2,45015300.0
2025-10-23,259.94,260.62,258.01,259.58,259.33,32754900.0
2025-10-24,261.19,264.13,259.18,262.82,262.57,38253700.0
2025-10-27,264.88,269.12,264.65,268.81,268.55,44888200.0
2025-10-28,268.99,269.89,268.15,269.0,268.74,41534800.0
2025-10-29,269.28,271.41,267.11,269.7,269.44,51086700.0
2025-10-30,271.99,274.14,268.48,271.4,271.14,69886500.0
2025-10-31,276.99,277.32,269.16,270.37,270.11,86167100.0
2025-11-03,270.42,270.85,266.25,269.05,268.79,50194600.0
2025-11-04,268.33,271.49,267.62,270.04,269.78,49274800.0
2025-11-05,268.61,271.7,266.93,270.14,269.88,43683100.0
2025-11-06,267.89,273.4,267.89,269.77,269.51,51204000.0
2025-11-07,269.8,272.29,266.77,268.47,268.21,48227400.0
2025-11-10,268.96,273.73,267.46,269.43,269.43,41312400.0
2025-11-11,269.81,275.91,269.8,275.25,275.25,46208300.0
2025-11-12,275.0,275.73,271.7,273.47,273.47,48398000.0
2025-11-13,274.11,276.7,272.09,272.95,272.95,49602800.0
2025-11-14,271.05,275.96,269.6,272.41,272.41,47431300.0
2025-11-17,268.82,270.49,265.73,267.46,267.46,45018300.0
2025-11-18,269.99,270.71,265.32,267.44,267.44,45677300.0
2025-11-19,265.53,272.21,265.5,268.56,268.56,40424500.0
2025-11-20,270.83,275.43,265.92,266.25,266.25,45823600.0
2025-11-21,265.95,273.33,265.67,271.49,271.49,59030800.0
2025-11-24,270.9,277.0,270.9,275.92,275.92,65585800.0
2025-11-25,275.27,280.38,275.25,276.97,276.97,46914200.0
2025-11-26,276.96,279.53,276.63,277.55,277.55,33431400.0
2025-11-28,277.26,279.0,275.99,278.85,278.85,20135600.0
2025-12-01,278.01,283.42,276.14,283.1,283.1,46587700.0
2025-12-02,283.0,287.4,282.63,286.19,286.19,53669500.0
2025-12-03,286.2,288.62,283.3,284.15,284.15,43538700.0
2025-12-04,284.1,284.73,278.59,280.7,280.7,43989100.0
2025-12-05,280.54,281.14,278.05,278.78,278.78,47265800.0
2025-12-08,278.13,279.67,276.15,277.89,277.89,38211800.0
2025-12-09,278.16,280.03,276.92,277.18,277.18,32193300.0
2025-12-10,277.75,279.75,276.44,278.78,278.78,33038300.0
2025-12-11,279.1,279.59,273.81,278.03,278.03,33248000.0
2025-12-12,277.9,279.22,276.82,278.28,278.28,39532900.0
2025-12-15,280.15,280.15,272.84,274.11,274.11,50409100.0
2025-12-16,272.82,275.5,271.79,274.61,274.61,37648600.0
2025-12-17,275.01,276.16,271.64,271.84,271.84,50138700.0
2025-12-18,273.61,273.63,266.95,272.19,272.19,51630700.0
2025-12-19,272.15,274.6,269.9,273.67,273.67,144632000.0
2025-12-22,272.86,273.88,270.51,270.97,270.97,36571800.0
2025-12-23,270.84,272.5,269.56,272.36,272.36,29642000.0
2025-12-24,272.34,275.43,272.2,273.81,273.81,17910600.0
2025-12-26,274.16,275.37,272.86,273.4,273.4,21521800.0
2025-12-29,272.69,274.36,272.35,273.76,273.76,23715200.0
2025-12-30,272.81,274.08,272.28,273.08,273.08,22139600.0
2025-12-31,273.06,273.68,271.75,271.86,271.86,27293600.0
2026-01-01,,,,273.4009423866778,,
2026-01-02,,,,272.3727915282434,,
2026-01-03,,,,274.8313684560206,,
2026-01-04,,,,281.0098280741367,,
2026-01-05,,,,280.4397463481764,,
2026-01-06,,,,279.7334418613543,,
2026-01-07,,,,286.0401839630631,,
2026-01-08,,,,289.43233169277806,,
2026-01-09,,,,288.15718216473715,,
2026-01-10,,,,290.4185050484852,,
2026-01-11,,,,288.39642435216837,,
2026-01-12,,,,286.21788838521553,,
2026-01-13,,,,286.64001805524566,,
2026-01-14,,,,278.22609627452584,,
2026-01-15,,,,269.8640589715232,,
2026-01-16,,,,265.5807720873445,,
2026-01-17,,,,259.76799322038653,,
2026-01-18,,,,259.7491982508599,,
2026-01-19,,,,255.05569403810307,,
2026-01-20,,,,248.45095262440003,,
2026-01-21,,,,253.16818049888332,,
2026-01-22,,,,251.90041917578176,,
2026-01-23,,,,252.3891789538136,,
2026-01-24,,,,246.17461177394478,,
2026-01-25,,,,243.1376620914623,,
2026-01-26,,,,242.47587930352884,,
2026-01-27,,,,237.13239843183368,,
2026-01-28,,,,238.02056668759252,,
2026-01-29,,,,234.9330389875943,,
2026-01-30,,,,233.46171280855447,,
2026-01-31,,,,230.4085320073606,,
2026-02-01,,,,237.75571872739647,,
2026-02-02,,,,238.0449627810164,,
2026-02-03,,,,234.35885954199807,,
2026-02-04,,,,237.49311677267895,,
2026-02-05,,,,232.1900853872085,,
2026-02-06,,,,232.98688409773203,,
2026-02-07,,,,224.10581367362732,,
2026-02-08,,,,217.81116606570734,,
2026-02-09,,,,217.0220152232588,,
2026-02-10,,,,219.47254352011763,,
2026-02-11,,,,220.52648703539697,,
2026-02-12,,,,220.58822549745912,,
2026-02-13,,,,219.64160953299603,,
2026-02-14,,,,213.5758502652148,,
2026-02-15,,,,210.11887592846088,,
2026-02-16,,,,207.49132617435612,,
2026-02-17,,,,211.55051075373834,,
2026-02-18,,,,213.38753173450087,,
2026-02-19,,,,206.96775033886902,,
2026-02-20,,,,208.2084146767411,,
2026-02-21,,,,206.30097023301172,,
2026-02-22,,,,203.70332223441653,,
2026-02-23,,,,206.10647623018448,,
2026-02-24,,,,210.67319993114185,,
2026-02-25,,,,215.59503544397236,,
2026-02-26,,,,213.29673464050737,,
2026-02-27,,,,212.51552232403088,,
2026-02-28,,,,213.83301740186587,,
2026-03-01,,,,218.2288206173818,,
2026-03-02,,,,217.03232053991016,,
2026-03-03,,,,216.90875110472382,,
2026-03-04,,,,212.83738679492112,,
2026-03-05,,,,208.4932307343355,,
2026-03-06,,,,211.87319854538603,,
2026-03-07,,,,216.69202041116637,,
2026-03-08,,,,217.82796384687754,,
2026-03-09,,,,221.70013520482567,,
2026-03-10,,,,223.9120790812542,,
2026-03-11,,,,222.4330910990942,,
2026-03-12,,,,223.6681072783689,,
2026-03-13,,,,229.24656492701348,,
2026-03-14,,,,230.55022899033338,,
2026-03-15,,,,236.19342371054148,,
2026-03-16,,,,228.8266805053421,,
2026-03-17,,,,230.3220619045038,,
2026-03-18,,,,230.89271013118326,,
2026-03-19,,,,230.14304051367722,,
2026-03-20,,,,230.4430002408875,,
2026-03-21,,,,223.89826157914416,,
2026-03-22,,,,222.06550588158015,,
2026-03-23,,,,222.98346279641774,,
2026-03-24,,,,228.29103510590394,,
2026-03-25,,,,227.7395302354621,,
2026-03-26,,,,225.23474250356296,,
2026-03-27,,,,223.32140344907813,,
2026-03-28,,,,226.26468856356615,,
2026-03-29,,,,228.01180911527626,,
2026-03-30,,,,226.737770944187,,
2026-03-31,,,,228.36217511520104,,
